country_or_area,year,demand,production,exports,imports,geothermal,hydro,solar,tide,wind
Guam,1994,1668.9,1758.3,0,0,0,0,0,0,0
Réunion,2000,1757,1758,0,0,0,560,0,0,0
New Caledonia,2003,1708,1758,0,0,0,323,0,0,5
Bahamas,2011,1753.7,1753.6,0,0,0,0,0,0,0
Guam,2014,1663,1750,0,0,0,0,0,0,0
Bahamas,2012,1749.5,1749.5,0,0,0,0,0,0,0
New Caledonia,2002,1700,1749,0,0,0,320,0,0,8
Uganda,2002,1479.2,1747.2,265,3,0,1741,0,0,0
Namibia,2009,3800,1742,144,2202,0,1429,0,0,0
Suriname,2009,1710.7,1740.3,0,0,0,1069,0,0,0
Congo,2014,1541,1740,22,18,0,952,0,0,0
Guam,2013,1650.2,1736.4,0,0,0,0,0,0,0
Gabon,2007,1637,1734,0,0,0,801,0,0,0
Martinique,2009,1653.07,1732.266,0,0,0,0,45.292,0,1.529
New Caledonia,2001,1672,1729,0,0,0,367,0,0,7
Suriname,2010,1693.9,1723.2,0,0,0,968.2,0,0,0
Suriname,2008,1692.4,1722.3,0,0,0,1074.7,0,0,0
Malta,1998,1612,1721,0,0,0,0,0,0,0
Guam,2002,1633.4,1719.8,0,0,0,0,0,0,0
United Rep. of Tanzania,1994,1700,1715,0,0,0,1493,0,0,0
Namibia,2013,4539,1712,89,2916,0,1640,0,0,0
Congo,2013,1554,1709,19,56,0,971,0,0,0
Guadeloupe,2009,1628,1709,0,0,50,14,40,0,51
Bahamas,2000,1653.8,1704.8,0,0,0,0,0,0,0
"China, Macao SAR",2002,1808,1701,0,194,0,0,0,0,0
Congo,2012,1534,1700,0,25,0,987,0,0,0
Guam,1995,1618.7,1694.3,0,0,0,0,0,0,0
Guadeloupe,2008,1613,1694,0,0,49,14,3,0,51
Namibia,2007,3699,1694,40,2045,0,1564,0,0,0
Guadeloupe,2007,1610,1691,0,0,49,14,3,0,51
Ethiopia,2000,1601,1689,0,0,20,1646,0,0,0
Bhutan,1994,229,1686,1456,5,0,1685,0,0,0
Malta,1997,1579,1685,0,0,0,0,0,0,0
Bhutan,1993,218,1684,1465,5,0,1683,0,0,0
Nicaragua,1994,1583,1683,119,98,515,310,0,0,0
Martinique,2008,1604.321,1682.066,0,0,0,0,39.5,0,1.302
Nicaragua,1993,1557,1682,48,0,515,308,0,0,0
Mali,2014,1379.37,1679.37,300,0,0,720.02,0,0,0
New Caledonia,2004,1619,1678,0,0,0,326,0,0,11
Senegal,2000,1575,1671,0,0,0,0,2,0,0
"China, Macao SAR",2006,2559,1669,0,965,0,0,0,0,0
Guam,1993,1579.3,1668.2,0,0,0,0,0,0,0
Gabon,2006,1593,1665,0,0,0,945,0,0,0
Nepal,2000,1651,1659,126,227,0,1632,0,0,0
Madagascar,2014,1633.5,1658.5,0,0,0,883.56,1,0,0
Malta,1996,1554,1657,0,0,0,0,0,0,0
Ethiopia,1999,1518,1653,0,0,26,1606,0,0,0
Ethiopia,1998,1518,1648,0,0,20,1579,0,0,0
New Caledonia,2000,1628,1645,0,0,0,442,0,0,7
Angola,2001,1551,1638,0,0,0,1017,0,0,0
Malta,1995,1520,1632,0,0,0,0,0,0,0
Martinique,2007,1559.866,1631.866,0,0,0,0.058,35.105,0,1.453
Bhutan,1995,317,1630,1312,5,0,1630,0,0,0
United Rep. of Tanzania,1990,1617,1629,0,0,0,1461,0,0,0
Papua New Guinea,1997,1625,1625,0,0,0,710,0,0,0
Luxembourg,2001,5882,1620,1067,6383,0,871,0,0,24
Ethiopia,1997,1492,1620,0,0,6,1566,0,0,0
New Caledonia,1999,1614,1620,0,0,0,466,0,0,6
Uganda,2001,1469.2,1619.2,145,1,0,1613,0,0,0
Malawi,2007,1520.1,1616.8,16.9,0,0,1403.2,0,0,0
Uganda,2006,1619,1616,36,47,0,1239,0,0,0
Bahamas,1999,1559.4,1607.4,0,0,0,0,0,0,0
Namibia,2011,3917,1607,79,2389,0,1598,0,0,0
Guadeloupe,2006,1531,1605,0,0,47,13,3,0,48
Senegal,1999,1527,1596,0,0,0,0,0,0,0
Madagascar,2013,1570,1594.39,0,0,0,808.993,1,0,0
New Caledonia,1998,1591,1591,0,0,0,391,0,0,6
Namibia,2004,3131,1588,23,1566,0,1587,0,0,0
Namibia,2005,3257,1585,31,1703,0,1552,0,0,0
Mauritius,1999,1543,1584,0,0,0,30,0,0,0
Uganda,2000,1326.2,1582.2,251,1,0,1576,0,0,0
Malawi,2006,1494.1,1582.1,10.9,0,0,1356.6,0,0,0
Nicaragua,1992,1530,1578,0,35,468,265,0,0,0
Papua New Guinea,1995,1574,1574,0,0,0,871,0,0,0
Gabon,2005,1510,1574,0,0,0,812,0,0,0
Guadeloupe,2005,1501,1573,0,0,46,13,3,0,47
"China, Macao SAR",2000,1678,1571,0,195,0,0,0,0,0
Réunion,1999,1545,1570,0,0,0,559,0,0,0
Namibia,2003,2559,1567,53,1045,0,1553,0,0,0
Réunion,1998,1543,1566,0,0,0,557,0,0,0
"China, Macao SAR",2001,1690,1566,0,193,0,0,0,0,0
Bhutan,1991,178,1564,1383,3,0,1560,0,0,0
Bhutan,1992,226,1564,1337,5,0,1563,0,0,0
Bhutan,1990,166,1564,1395,3,0,1557,0,0,0
Ethiopia,1996,1551,1559,0,0,6,1510,0,0,0
Suriname,2007,1529.2,1555.6,0,0,0,922.4,0,0,0
Martinique,2006,1511,1553,0,0,0,0.058,33.012,0,1
Sudan (former),1996,1531,1547,0,0,0,955,0,0,0
Malawi,2005,1458,1543.9,10,0,0,1324.5,0,0,0
Brunei Darussalam,1994,1543,1543,0,0,0,0,0,0,0
Malta,1994,1436,1542,0,0,0,0,0,0,0
Gabon,2004,1485,1540,0,0,0,893,0,0,0
"China, Macao SAR",1998,1625,1539,1,173,0,0,0,0,0
Mauritius,1998,1500,1539,0,0,0,105,0,0,0
Namibia,2012,3676,1538,88,2226,0,1471,0,0,0
Gabon,2003,1480,1535,0,0,0,900,0,0,0
Suriname,2006,1507.2,1533.3,0,0,0,820.5,0,0,0
"China, Macao SAR",1999,1641,1532,0,195,0,0,0,0,0
Bahamas,1998,1486,1532,0,0,0,0,0,0,0
New Caledonia,1997,1524,1524,0,0,0,359,0,0,5
Madagascar,2012,1497,1520.16,0,0,0,755.352,0.008,0,0
"China, Macao SAR",2007,3137,1520,0,1683,0,0,0,0,0
Suriname,2005,1491.2,1517,0,0,0,639.8,0,0,0
Brunei Darussalam,1993,1515,1515,0,0,0,0,0,0,0
Martinique,2005,1468,1510,0,0,0,0.058,33.802,0,1
Mali,2013,1209.94,1509.94,300,0,0,978.34,0,0,0
Guam,1992,1416.3,1502.9,0,0,0,0,0,0,0
Malta,1993,1388,1500,0,0,0,0,0,0,0
Namibia,2014,4300,1498,84,2886,0,1485,0,0,0
Namibia,2006,3403,1491,36,1948,0,1385,0,0,0
Cambodia,2007,1537,1489,0,103,0,47,2,0,0
Namibia,2010,3743,1488,207,2462,0,1264,0,0,0
Guam,1991,1393.5,1486,0,0,0,0,0,0,0
New Caledonia,1996,1485,1485,0,0,0,392,0,0,2
Gabon,2002,1429,1482,0,0,0,923,0,0,0
Mali,2008,1148,1481,333,0,0,666,0,0,0
Cambodia,2008,1725,1479,0,276,0,43,2,0,0
Nepal,1999,1506,1478,95,232,0,1411,0,0,0
Malawi,2004,1393.5,1474.5,7.5,0,0,1267.3,0,0,0
Nicaragua,1991,1461,1473,0,58,458,345,0,0,0
Guadeloupe,2004,1439,1473,0,0,46,13,0,0,0
Réunion,1997,1449,1471,0,0,0,544,0,0,0
Ethiopia,1995,1464,1470,0,0,6,1428,0,0,0
"China, Macao SAR",2009,3632,1466,0,2227,0,0,0,0,0
Malta,1992,1360,1464,0,0,0,0,0,0,0
Brunei Darussalam,1992,1447,1447,0,0,0,0,0,0,0
Angola,2000,1368,1445,0,0,0,912,0,0,0
Martinique,2004,1400,1442,0,0,0,0.058,31.064,0,0
Malta,1991,1342,1440,0,0,0,0,0,0,0
Suriname,1999,1415,1439.8,0,0,0,1224.8,0,0,0
Madagascar,2011,1417,1437.646,0,0,0,690.336,0.008,0,0
Cambodia,2012,3297,1434,0,1891,0,517,3,0,0
Suriname,1998,1397,1421.4,0,0,0,1222.4,0,0,0
Sudan (former),1995,1405,1421,0,0,0,935,0,0,0
Guadeloupe,2003,1345,1420,0,0,15,0,0,0,0
New Caledonia,1995,1415,1415,0,0,0,229,0,0,0
Luxembourg,1991,4329,1415,707,4853,0,798,0,0,0
Namibia,2000,2646,1414,65,1297,0,1380,0,0,0
Bahamas,1997,1372,1414,0,0,0,0,0,0,0
Suriname,1997,1391,1413.6,0,0,0,1213.6,0,0,0
Suriname,1996,1386,1409.2,0,0,0,1203.2,0,0,0
"China, Macao SAR",1997,1482,1409,1,176,0,0,0,0,0
Mali,2007,1146,1409,263,0,0,658,0,0,0
Gabon,2001,1357,1407,0,0,0,878,0,0,0
"Ethiopia, incl. Eritrea",1993,1395,1407,0,0,68,1265,0,0,0
Suriname,2004,1383,1406.9,0,0,0,738.6,0,0,0
Ethiopia,1994,1398,1404,0,0,5,1354,0,0,0
Suriname,1995,1377.8,1401.8,0,0,0,1192.8,0,0,0
Nicaragua,1990,1405,1399,0,65,386,411,0,0,0
Mauritius,1997,1359,1398,0,0,0,93,0,0,0
Suriname,1994,1373.4,1397.4,0,0,0,1182.4,0,0,0
Martinique,2003,1356,1397,0,0,0,0.058,28.326,0,0
Namibia,2001,2608,1394,64,1278,0,1388,0,0,0
Suriname,1993,1368,1392,0,0,0,1172,0,0,0
Namibia,1991,1739,1389,201,551,0,1322,0,0,0
Suriname,1992,1363.6,1386.6,0,0,0,1161.6,0,0,0
Réunion,1996,1364,1386,0,0,0,625,0,0,0
Uganda,1999,1203.2,1383.2,174,0,0,1377,0,0,0
Mali,2011,1013.43,1381.43,368,0,0,727.01,0,0,0
Namibia,2002,2265,1377,54,942,0,1376,0,0,0
Luxembourg,1990,4217,1377,746,4678,0,823,0,0,0
"China, Macao SAR",1996,1469,1372,1,175,0,0,0,0,0
Guam,1990,1286.4,1370.2,0,0,0,0,0,0,0
Suriname,1991,1345,1367,0,0,0,1125.6,0,0,0
Mali,2012,994.5,1362.5,368,0,0,783.34,0,0,0
Madagascar,2010,1340.36,1359.803,0,0,0,710.96,0.008,0,0
Suriname,2002,1325,1347.9,0,0,0,856.3,0,0,0
Martinique,2002,1306,1346,0,0,0,0.058,32.965,0,0
Sudan (former),1994,1330,1345,0,0,0,942,0,0,0
Gabon,1998,1301,1343,0,0,0,812,0,0,0
Bahamas,1996,1300,1340,0,0,0,0,0,0,0
Brunei Darussalam,1991,1336,1336,0,0,0,0,0,0,0
Malawi,2003,1261.3,1335.1,6.7,0,0,1166,0,0,0
Angola,1999,1265,1335,0,0,0,894,0,0,0
Mali,2006,974,1333,359,0,0,650,0,0,0
New Caledonia,1994,1332,1332,0,0,0,277,0,0,0
Guadeloupe,2002,1260,1330,0,0,15,0,0,0,0
Sudan (former),1991,1315,1329,0,0,0,938,0,0,0
Suriname,2003,1305.7,1328.3,0,0,0,772.1,0,0,0
Sudan (former),1993,1313,1328,0,0,0,939,0,0,0
Gabon,1999,1290,1328,0,0,0,831,0,0,0
Sudan (former),1990,1312,1327,0,0,0,937,0,0,0
Sudan (former),1992,1311,1325,0,0,0,940,0,0,0
Neth. Antilles (former),2011,1201,1325,0,0,0,0,0,0,0
Neth. Antilles (former),2010,1199,1323,0,0,0,0,0,0,0
Angola,1998,1249,1318,0,0,0,1060,0,0,0
Gabon,2000,1268,1315,0,0,0,803,0,0,0
Martinique,2001,1269,1309,0,0,0,0.058,29.523,0,0
Malawi,2002,1233.5,1306.3,6.5,0,0,1123,0,0,0
Bahamas,1995,1265,1304,0,0,0,0,0,0,0
Neth. Antilles (former),2009,1176,1298,0,0,0,0,0,0,0
Réunion,1995,1276,1298,0,0,0,601,0,0,0
Luxembourg,1998,5449,1295,924,6338,0,1044,0,0,11
Suriname,1990,1277.2,1294.2,0,0,0,1111.2,0,0,0
Congo,2011,1175,1293,0,27,0,791,0,0,0
Mali,2010,924.02,1292.02,368,0,0,695.05,0,0,0
Lao People's Dem. Rep.,1996,586.4059,1290.8368,792.4309,88,0,1247.8368,0,0,0
Papua New Guinea,1994,1288,1288,0,0,0,804,0,0,0
"Ethiopia, incl. Eritrea",1992,1274,1285,0,0,66,1152,0,0,0
Malta,1990,1187,1279,0,0,0,0,0,0,0
Bahamas,1994,1240,1278,0,0,0,0,0,0,0
Madagascar,2008,1260.5621,1274.3201,0,0,0,700.115,0.0071,0,0
Uganda,1998,1109.2,1274.2,159,0,0,1268,0,0,0
Madagascar,2009,1255.51,1273.808,0,0,0,740.979,0.006,0,0
Mauritius,1996,1235,1273,0,0,0,105,0,0,0
Republic of Moldova,2001,3108,1272,0,2138,0,73,0,0,0
"China, Macao SAR",1995,1374,1272,3,180,0,0,0,0,0
Mali,2005,870.5,1271,400.5,0,0,643,0,0,0
New Caledonia,1993,1270,1270,0,0,0,240,0,0,0
Lao People's Dem. Rep.,1997,653.5271,1261.7388,710.2117,102,0,1218.7388,0,0,0
Luxembourg,1997,5241,1260,846,6032,0,937,0,0,3
Uganda,1997,1083,1258,169,0,0,1253,0,0,0
Gabon,1997,1221,1256,0,0,0,809,0,0,0
Cambodia,2009,1955,1256,0,725,0,37,2,0,0
Neth. Antilles (former),2007,1138,1256,0,0,0,0,0,0,0
Luxembourg,1996,5003,1256,808,5712,0,876,0,0,0
"China, Macao SAR",1994,1313,1254,9,140,0,0,0,0,0
Nepal,1997,1268,1254,100,130,0,1167,0,0,0
Malawi,2001,1179,1250.4,6,0,0,1074.8,0,0,0
Nepal,1998,1341,1250,64,232,0,1131,0,0,0
Neth. Antilles (former),2005,1131,1248,0,0,0,0,0,0,0
"Ethiopia, incl. Eritrea",1990,1231,1244,0,0,66,1088,0,0,0
Mali,2004,881,1243,362,0,0,640,0,0,0
Neth. Antilles (former),2008,1125,1242,0,0,0,0,0,0,0
Senegal,1998,1175,1242,0,0,0,0,0,0,0
Lao People's Dem. Rep.,1994,470.2992,1241.5498,829.2506,58,0,1198.5498,0,0,0
"Ethiopia, incl. Eritrea",1991,1231,1241,0,0,65,1097,0,0,0
Guadeloupe,2001,1165,1240,0,0,15,0,0,0,0
Brunei Darussalam,1990,1237,1237,0,0,0,0,0,0,0
Guadeloupe,2000,1160,1235,0,0,15,0,0,0,0
Suriname,2001,1209,1235,0,0,0,921,0,0,0
Guadeloupe,1999,1161,1233,0,0,15,0,0,0,0
Guadeloupe,1998,1158,1230,0,0,15,0,0,0,0
Luxembourg,1995,5131,1230,743,5746,0,831,0,0,0
Republic of Moldova,2005,3872,1229,14,2967,0,85,0,0,0
Guadeloupe,1997,1154,1226,0,0,15,0,0,0,0
Malawi,2000,1157.7,1226,3.3,0,0,1033,0,0,0
Mali,2003,808.8,1223,414.2,0,0,630,0,0,0
Madagascar,2007,1186.8944,1221.8944,0,0,0,719.0824,0,0,0
Neth. Antilles (former),2006,1104,1218,0,0,0,0,0,0,0
Bahamas,1993,1181,1217,0,0,0,0,0,0,0
Gabon,1996,1179,1214,0,0,0,770,0,0,0
"China, Macao SAR",2008,3463,1211,0,2311,0,0,0,0,0
Neth. Antilles (former),2004,1097,1210,0,0,0,0,0,0,0
Namibia,1999,2262,1209,56,1109,0,1169,0,0,0
Nepal,1996,1175,1209,90,71,0,1154,0,0,0
Réunion,1994,1185,1206,0,0,0,567,0,0,0
Luxembourg,1992,4356,1198,533,4511,0,608,0,0,0
Republic of Moldova,2006,3892,1192,0,2882,0,77,0,0,0
Republic of Moldova,2002,3531,1190,0,2614,0,121,0,0,0
"China, Macao SAR",1993,1207,1190,0,118,0,0,0,0,0
Malawi,1999,1118.3,1184,2.7,0,0,977,0,0,0
Neth. Antilles (former),2003,1071,1181,0,0,0,0,0,0,0
Cambodia,2006,1195,1176,0,54,0,48,2,0,0
Mali,2009,827.01,1174.51,347.5,0,0,851.06,0,0,0
Madagascar,2006,1138.6578,1173.6578,0,0,0,637.9218,0,0,0
Suriname,2000,1147,1172,0,0,0,920,0,0,0
Namibia,1995,1783,1171,146,758,0,1134,0,0,0
New Caledonia,1991,1170,1170,0,0,0,343,0,0,0
Senegal,1997,1114,1170,0,0,0,0,0,0,0
Namibia,1992,1759,1170,204,793,0,1149,0,0,0
Uganda,1996,1013,1170,151,0,0,1165,0,0,0
Luxembourg,2000,5830,1169,737,6445,0,871,0,0,27
Namibia,1993,1870,1167,49,752,0,967,0,0,0
Bahamas,1992,1130,1165,0,0,0,0,0,0,0
Botswana,1992,1139,1157,0,114,0,0,0,0,0
Malawi,1998,1078.3,1149,8.7,0,0,948,0,0,0
Madagascar,2005,1113.6963,1148.6963,0,0,0,647.9033,0,0,0
Luxembourg,1994,4729,1147,564,5019,0,656,0,0,0
New Caledonia,1990,1147,1147,0,0,0,461,0,0,0
Republic of Moldova,1999,3254,1146,0,2662,0,91,0,0,0
Angola,1997,1083,1146,0,0,0,875,0,0,0
Guadeloupe,1996,1071,1143,0,0,15,0,0,0,0
Martinique,2000,1102.939,1140.939,0,0,0,0.032,25.907,0,0
Gabon,1995,1107,1139,0,0,0,791,0,0,0
Bahamas,1991,1135,1135,0,0,0,0,0,0,0
Madagascar,2004,1099.753,1134.753,0,0,0,638.095,0,0,0
Martinique,1999,1096.297,1134.297,0,0,0,0.006,22.291,0,0
Réunion,1993,1109,1130,0,0,0,481,0,0,0
Barbados,2012,1091.39,1128.52,0,0,0,0,0,0,0
Afghanistan,1990,1055,1128,0,0,0,764,0,0,0
Lao People's Dem. Rep.,1995,495.4425,1127.9894,675.5469,43,0,1084.9894,0,0,0
Neth. Antilles (former),2000,1017,1121,0,0,0,0,0,0,0
Neth. Antilles (former),1998,1012,1116,0,0,0,0,0,0,0
Botswana,1995,1382,1114,0,392,0,0,0,0,0
Neth. Antilles (former),1999,1010,1114,0,0,0,0,0,0,0
Botswana,1994,1287,1111,0,300,0,0,0,0,0
Botswana,1999,1963,1110,0,968,0,0,0,0,0
Haiti,2012,1072,1100,0,0,0,221,0,0,0
Republic of Moldova,2007,3870,1100,0,2931,0,33,0,0,0
New Caledonia,1992,1099,1099,0,0,0,272,0,0,0
Uganda,1995,896,1097,195,0,0,1092,0,0,0
Republic of Moldova,2008,3904,1096,0,2958,0,82,0,0,0
Neth. Antilles (former),2001,993,1095,0,0,0,0,0,0,0
Botswana,1993,1191,1093,0,226,0,0,0,0,0
Botswana,1998,1721,1092,0,744,0,0,0,0,0
Réunion,1992,1073,1091,0,0,0,495,0,0,0
Neth. Antilles (former),2002,988,1090,0,0,0,0,0,0,0
Gabon,1993,1083,1089,0,0,0,710,0,0,0
Malawi,1997,1024.4,1086,2.6,0,0,896,0,0,0
Martinique,1998,1043.605,1081.605,0,0,0,0,1.605,0,0
United States Virgin Is.,1997,1029,1079,0,0,0,0,0,0,0
Martinique,1997,1040.774,1078.774,0,0,0,0,0.774,0,0
Guadeloupe,1995,1008,1078,0,0,15,0,0,0,0
"China, Macao SAR",2010,3815,1077,0,2786,0,0,0,0,0
United States Virgin Is.,1996,1025,1075,0,0,0,0,0,0,0
Guinea,2012,963,1071.2,0,0,0,491,0,0,0
United States Virgin Is.,1995,1021,1071,0,0,0,0,0,0,0
Barbados,2009,996.69,1068.34,0,0,0,0,0,0,0
Luxembourg,1993,4473,1067,394,4445,0,463,0,0,0
Gabon,1994,1031,1066,0,0,0,746,0,0,0
Republic of Moldova,2010,3956,1064,0,3033,0,79,0,0,0
Mali,2002,864.9,1063,198.1,0,0,480,0,0,0
Mauritius,1995,1024,1060,0,0,0,135,0,0,0
Neth. Antilles (former),1996,967,1057,0,0,0,0,0,0,0
United States Virgin Is.,1994,1009,1057,0,0,0,0,0,0,0
Uganda,1994,799,1057,252,0,0,1052,0,0,0
Haiti,2013,1036,1055,0,0,0,141,0,0,0
Neth. Antilles (former),1997,959,1054,0,0,0,0,0,0,0
Barbados,2008,979.15,1053.66,0,0,0,0,0,0,0
Cambodia,2011,2666,1053,0,1644,0,45,3,0,0
United States Virgin Is.,2004,976,1050,0,0,0,0,0,0,0
Afghanistan,2014,4486.8,1049.3,0,3710.8,0,895.3,0,0,0
Barbados,2007,1015.09,1049.23,0,0,0,0,0,0,0
Barbados,2011,1007.9,1049,0,0,0,0,0,0,0
Republic of Moldova,2003,3747,1046,131,3583,0,64,0,0,0
Botswana,2002,2169.9,1044.3,0,1241.6,0,0,0,0,0
Gabon,1992,1038,1043,0,0,0,712,0,0,0
United States Virgin Is.,2002,960,1040,0,0,0,0,0,0,0
United States Virgin Is.,2003,970,1040,0,0,0,0,0,0,0
United States Virgin Is.,1993,992,1040,0,0,0,0,0,0,0
Botswana,2001,2042.7,1034.6,0,1123.1,0,0,0,0,0
Haiti,2014,1022,1033,0,0,0,90,0,0,0
Republic of Moldova,2009,3828,1033,0,2941,0,55,0,0,0
Mauritius,1994,958,1032,0,0,0,76,0,0,0
United States Virgin Is.,2000,950,1030,0,0,0,0,0,0,0
United States Virgin Is.,2001,960,1030,0,0,0,0,0,0,0
Angola,1996,982,1028,0,0,0,925,0,0,0
Barbados,2010,1008.74,1027.67,0,0,0,0,0,0,0
Guadeloupe,1994,958,1027,0,0,15,0,0,0,0
Botswana,2000,1879.9,1027,0,967.9,0,0,0,0,0
Madagascar,2003,993.504,1023.504,0,0,0,611.673,0,0,0
Afghanistan,2013,4371.4,1022.3,0,3615.2,0,803.9,0,0,0
Republic of Moldova,2004,3617,1022,424,3361,0,59,0,0,0
Afghanistan,2012,3887,1022,0,3071,0,878,0,0,0
Luxembourg,1999,5649,1022,655,6212,0,747,0,0,18
Barbados,2006,914.21,1020.36,0,0,0,0,0,0,0
United States Virgin Is.,1999,950,1020,0,0,0,0,0,0,0
United States Virgin Is.,1998,950,1020,0,0,0,0,0,0,0
United States Virgin Is.,1992,974,1020,0,0,0,0,0,0,0
Martinique,1996,981,1019,0,0,0,0,0,0,0
Namibia,1998,2188,1019,23,1192,0,992,0,0,0
Gabon,1991,1014,1019,0,0,0,707,0,0,0
Uganda,1993,753,1018,259,0,0,1012,0,0,0
Senegal,1996,970,1016,0,0,0,0,0,0,0
Republic of Moldova,2011,4025,1016,0,3145,0,76,0,0,0
Barbados,2013,958.22,1015.84,0,0,0,0,0,0,0
Guinea,2014,914,1015,0,0,0,490,0,0,0
Afghanistan,1991,945,1015,0,0,0,690,0,0,0
Guinea,2002,1005,1015,0,0,0,595,0,0,0
Neth. Antilles (former),1995,925,1010,0,0,0,0,0,0,0
Barbados,2014,951.44,1009.58,0,0,0,0,0,0,0
Gabon,1990,1003,1008,0,0,0,705,0,0,0
Guinea,2008,905,1006.39,0,0,0,495,0,0,0
Mozambique,1997,1136,1005,483,686,0,765,0,0,0
Afghanistan,2011,3451,1005,0,2732,0,829,0,0,0
Guinea,2009,904,1004.2,0,0,0,462,0,0,0
United States Virgin Is.,1991,954,1000,0,0,0,0,0,0,0
Nepal,1995,1054,1000,42,110,0,903,0,0,0
Senegal,1992,953,998,0,0,0,0,0,0,0
Guinea,2013,896,995.2,0,0,0,482,0,0,0
Cambodia,2010,2322,994,0,1357,0,26,3,0,0
Barbados,2005,896.72,992.79,0,0,0,0,0,0,0
"China, Macao SAR",1992,1056,992,0,114,0,0,0,0,0
Réunion,1991,971,989,0,0,0,461,0,0,0
Mauritius,1993,862,988,0,0,0,104,0,0,0
Malawi,1996,930.9,987,2.1,0,0,805,0,0,0
United States Virgin Is.,2007,893.973,980.166,0,0,0,0,0,0,0
United States Virgin Is.,1990,935,980,0,0,0,0,0,0,0
Guyana,2014,950.76,979.36,0,0,0,0,0,0,0
Botswana,2006,2916.7,977.1,0,2050.4,0,0,0,0,0
Martinique,1995,938,976,0,0,0,0,0,0,0
Afghanistan,2003,1032,976,0,100,0,647,0,0,0
Guadeloupe,1993,908,975,0,0,15,0,0,0,0
United States Virgin Is.,2006,885.099,974.117,0,0,0,0,0,0,0
Haiti,2011,915,974,0,0,0,121,0,0,0
Guinea,2004,884,973,0,0,0,555,0,0,0
Guinea,2007,876,973,0,0,0,538,0,0,0
United States Virgin Is.,2008,884.694,971.741,0,0,0,0,0,0,0
Neth. Antilles (former),1994,891,971,0,0,0,0,0,0,0
Senegal,1994,924,969,0,0,0,0,0,0,0
United States Virgin Is.,2005,881.458,968.429,0,0,0,0,0,0,0
Guinea,2001,954,964,0,0,0,552,0,0,0
Cambodia,2005,965,964,0,29,0,44,1,0,0
Republic of Moldova,2014,4178,963,0,3342,0,59,1,0,1
Lao People's Dem. Rep.,1993,415.0775,962.8637,595.7862,48,0,919.8637,0,0,0
Guyana,2013,933.92,962.18,0,0,0,0,0,0,0
Angola,1995,918,960,0,0,0,900,0,0,0
Guinea,2010,862,958.2,0,0,0,474,0,0,0
United States Virgin Is.,2010,871.942,957.538,0,0,0,0,0,0,0
Angola,1994,913,955,0,0,0,895,0,0,0
Malawi,1994,902,953,1,0,0,802,0,0,0
Nepal,1992,935,952,85,80,0,895,0,0,0
United States Virgin Is.,2011,865.8,951.257,0,0,0,0,0.657,0,0
Senegal,1993,906,951,0,0,0,0,0,0,0
Afghanistan,2007,1682,950,0,785,0,684,0,0,0
Angola,1993,909,950,0,0,0,890,0,0,0
Bahamas,1990,950,950,0,0,0,0,0,0,0
Angola,1992,907,947,0,0,0,840,0,0,0
Madagascar,2001,915.9388,945.9388,0,0,0,563.9627,0,0,0
Nepal,1994,964,945,63,95,0,875,0,0,0
Guyana,2012,814.9,942.4,0,0,0,0,0,0,0
Botswana,2005,2731.2,941.7,0,1898.3,0,0,0,0,0
Aruba,2010,940.2,940.2,0,0,0,0,0,0,106.5
Malawi,1995,888.8,940,1.2,0,0,792,0,0,0
Aruba,2007,936,936,0,0,0,0,0,0,0
Botswana,2003,2435.4,935.6,0,1605.7,0,0,0,0,0
Botswana,1991,963,935,0,196,0,0,0,0,0
Senegal,1995,889,935,0,0,0,0,0,0,0
Angola,1991,893,934,0,0,0,772,0,0,0
Republic of Moldova,2012,4082,932,0,3279,0,34,0,0,0
Aruba,2011,930.5,930.5,0,0,0,0,0,0,112.6
Aruba,2013,928.1,928.1,0,0,0,0,0,0,138.4
Mali,2001,925,925,0,0,0,360,0,0,0
Botswana,1997,1633,925,0,809,0,0,0,0,0
Mauritius,1992,820,925,0,0,0,113,0,0,0
Aruba,2009,924.3,924.3,0,0,0,0,0,0,0
Malawi,1993,879.2,921,0.8,0,0,777,0,0,0
United States Virgin Is.,2009,850.427,920.773,0,0,0,0,0,0,0
Guyana,2001,889,919,0,0,0,0,0,0,0
Curaçao,2012,831,917,0,0,0,0,0,0,32
Republic of Moldova,2000,3120,917,0,2482,0,58,0,0,0
Aruba,2014,916.6,916.6,0,0,0,0,0,0,138.4
Guadeloupe,1992,863,916,0,0,15,0,0,0,0
Aruba,2012,914.5,914.5,0,0,0,0,0,0,136.4
Guyana,2002,882.44,914.44,0,0,0,0,0,0,0
Aruba,2008,913.6,913.6,0,0,0,0,0,0,0
Guinea,2000,903,913,0,0,0,511,0,0,0
Afghanistan,2006,1455,913,0,594,0,646,0,0,0
Senegal,1991,866,911,0,0,0,0,0,0,0
Guinea,2005,830,911,0,0,0,494,0,0,0
Aruba,2005,910.5,910.5,0,0,0,0,0,0,0
Guyana,2011,780.4,910.4,0,0,0,0,0,0,0
Mauritania,2014,890.3,910,0,135,0,0,0,0,0
French Guiana,2014,890,910,0,0,0,500,51,0,0
"Yemen, Dem. (former)",1990,910,910,0,0,0,0,0,0,0
Aruba,2006,909.5,909.5,0,0,0,0,0,0,0
Neth. Antilles (former),1993,909,909,0,0,0,0,0,0,0
Botswana,1990,848,906,0,84,0,0,0,0,0
Afghanistan,2005,993,906,0,137,0,671,0,0,0
